run	new_data_in_words	PN_size	testset	spearman_before	spearman_after	sp_diff	time-taken	w2v-score	w2v_testset

1	1000000	9848	2750	0.11194472235700875	0.07775202980404604	-0.034192692552962714	5140.040307044983	0.12895975625166395	2750
2	1000000	9949	2897	0.12929306135160984	0.1450196393718179	0.01572657802020805	646.7047085762024	0.1482475266386761	2897
3	1000000	9976	2942	0.14112380694570179	0.15270641362474408	0.01158260667904229	604.8903720378876	0.12959338685679828	2942
4	1000000	9986	2977	0.14937187746635672	0.14877200029901488	-0.0005998771673418335	573.7758455276489	0.14183768016137288	2977
5	1000000	9989	2981	0.15523598495398513	0.15090118586166584	-0.004334799092319291	568.1292786598206	0.1591923503296345	2981
6	1000000	9992	2984	0.15356583167395627	0.15233634246007657	-0.001229489213879692	565.075704574585	0.17322121825531223	2984
7	1000000	9994	2989	0.15260560840426882	0.15201926855442047	-0.0005863398498483496	566.794849395752	0.18414699866381398	2989
8	1000000	9995	2993	0.15463665452798442	0.15333100036881747	-0.0013056541591669468	569.3539338111877	0.18219853261923097	2993
9	1000000	9996	2993	0.15295146223753808	0.15676380438554838	0.003812342148010295	574.0919699668884	0.1981361617074733	2993
10	1000000	9996	2993	0.1540811968155649	0.16181493464986643	0.007733737834301535	565.477587223053	0.2106434902727743	2993
11	1000000	9996	2993	0.15418582925571958	0.1661098074355113	0.011923978179791711	562.6450171470642	0.23367581125987355	2993
12	1000000	9996	2993	0.1592225647813643	0.16888354461742155	0.009660979836057265	554.4927639961243	0.2320634323412415	2993
13	1000000	9996	2993	0.15777455652712707	0.17190649182404197	0.014131935296914894	565.1297008991241	0.2318917003363082	2993
14	1000000	9996	2993	0.1582210074483571	0.17256498650783847	0.014343979059481371	569.8798756599426	0.26905229760023913	2993
15	1000000	9997	2999	0.16618170233972765	0.1810509503183124	0.014869247978584743	566.0646779537201	0.276680307329866	2999
16	1000000	9997	2999	0.16364825932447935	0.1841764772018872	0.020528217877407856	583.4854564666748	0.28137829132807657	2999
17	1000000	9998	3000	0.16582202886603134	0.18755716428862335	0.021735135422592006	566.6078433990479	0.29872350114801816	3000
18	1000000	9998	3000	0.15998470328754552	0.1877752859246087	0.027790582637063188	566.6744632720947	0.307505545512838	3000
19	1000000	9998	3000	0.16281169967082992	0.18734418365531816	0.024532483984488235	570.11359167099	0.3121789007368617	3000
20	1000000	9998	3000	0.16468864172912448	0.19000357762139708	0.0253149358922726	585.1741709709167	0.3244839913227412	3000
21	1000000	9998	3000	0.16767552113823483	0.19478705093057508	0.027111529792340244	568.9693195819855	0.3392079384694124	3000
22	1000000	9998	3000	0.16684130777402387	0.1963405403598598	0.02949923258583592	579.5673155784607	0.3420014952394444	3000
23	1000000	9998	3000	0.17199777287121476	0.2054053599900948	0.03340758711888003	571.7884306907654	0.3488923008965026	3000
24	1000000	9998	3000	0.17295493484230678	0.2053408428211861	0.0323859079788793	564.6113200187683	0.35989925033140724	3000
