score,KC_factor,projections,hash_dims,flattening
-0.16308,1.0,6.0,160.0,log2
-0.16346,1.0,6.0,400.0,log10
-0.16377,4.0,16.0,960.0,log10
-0.16455,6.0,18.0,480.0,log
-0.16492,4.0,12.0,640.0,log2
-0.16606,2.0,12.0,480.0,log10
-0.16643,4.0,6.0,1600.0,log10
-0.17249,6.0,12.0,480.0,log
-0.17285,6.0,18.0,480.0,log10
-0.17293,2.0,18.0,160.0,log2
-0.17295,2.0,10.0,160.0,log2
-0.17663,6.0,14.0,1440.0,log10
-0.1774,4.0,20.0,320.0,log2
-0.17814,8.0,6.0,1280.0,log10
-0.17891,2.0,10.0,320.0,log2
-0.1794,1.0,20.0,80.0,log10
-0.1846,1.0,18.0,240.0,log2
-0.18687,2.0,20.0,160.0,log
-0.18946,2.0,8.0,480.0,log2
-0.19062,1.0,8.0,240.0,log10
-0.19375,1.0,12.0,160.0,log
-0.19669,6.0,12.0,480.0,log2
-0.19777,4.0,8.0,640.0,log2
-0.20003,2.0,8.0,320.0,log10
-0.20122,2.0,14.0,160.0,log2
-0.21211,10.0,14.0,800.0,log
-0.21211,2.0,12.0,160.0,log2
-0.21214,4.0,14.0,640.0,log
-0.21221,4.0,6.0,320.0,log
-0.21462,4.0,10.0,320.0,log2
-0.21462,1.0,12.0,80.0,log10
-0.21479,2.0,6.0,160.0,log2
-0.22079,6.0,20.0,480.0,log2
-0.222,1.0,8.0,400.0,log
-0.22457,6.0,16.0,960.0,log10
-0.22876,2.0,10.0,480.0,log10
-0.22944,1.0,18.0,400.0,log2
-0.23006,1.0,8.0,160.0,log10
-0.23233,1.0,18.0,160.0,log
-0.233,4.0,16.0,320.0,log10
-0.23506,2.0,12.0,160.0,log10
-0.23636,2.0,8.0,320.0,log
-0.25199,1.0,16.0,160.0,log
-0.26095,1.0,10.0,80.0,log
-0.26447,1.0,18.0,320.0,log2
-0.26744,1.0,12.0,320.0,log2
-0.28792,1.0,20.0,80.0,log2
-0.29391,1.0,8.0,320.0,log2
-0.30333,1.0,20.0,160.0,log10
-0.31811,2.0,12.0,480.0,log2
-0.32348,1.0,16.0,80.0,log
-0.42594,1.0,20.0,80.0,log
